id,task_name,task_family,definition,inputs,targets,output_text,latency_sec
task1319-dcec7743672e4da1836857e9eb61f2a3,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Australia,938,739,0.12749356031417847
task1319-e5445e593d494785b886b5cbbddb0c99,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Austria,901,739,0.12746936082839966
task1319-a2db73ceb1fb46059e88214be9ab4ebe,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Czech Republic,859,739,0.10966640710830688
task1319-c56a7cc593524731853d5909c557b6d6,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",New Zealand,942,739,0.18121320009231567
task1319-dcec7743672e4da1836857e9eb61f2a3,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Australia,939,739,0.047324299812316895
task1319-aacae1cedef84ebaade0e7d8e3087254,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Armenia,485,739,0.5211442708969116
task1319-6181772bfd924f35b90d403e7e8e6050,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Mexico,750,739,0.030350148677825928
task1319-1888729280664081afd4fa69ae0cbb29,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Albania,530,739,0.03731006383895874
task1319-b255b4100f254fb4b10f0b7397ecef84,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Netherlands,875,739,0.26708608865737915
task1319-7c454d07010e4e8fbec9fd11f89b1776,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Sweden,737,739,0.17785751819610596
task1319-542051b03e0e48f08d30cadd5346c141,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Estonia,474,739,0.02762240171432495
task1319-1437457a7be24be09cf7957f4b3b896a,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Ukraine,482,739,0.04281264543533325
task1319-d754ec3d32d842b7bc135353dea11ffe,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Azerbaijan,476,739,0.16044485569000244
task1319-9edac84250e24c3d8e218f7e6d8a0b87,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Croatia,385,739,0.029890358448028564
task1319-5c0684785f2e4169ba976a888bdbfce7,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",South Korea,880,739,0.059983789920806885
task1319-dcec7743672e4da1836857e9eb61f2a3,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Australia,936,739,0.09577810764312744
task1319-bffaedc183284811a824ee61bf7c435b,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Cyprus,529,739,0.8923463821411133
task1319-b0043f7b5df44ef7961f396941acc3f7,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Indonesia,899,739,0.06108248233795166
task1319-9c810cc2e54d4e8dbff5d2a3f7788aa2,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Thailand,885,739,0.040346503257751465
task1319-dff885daf3d74966b5875d722a39836b,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Turkey,868,739,0.24907761812210083
task1319-dcec7743672e4da1836857e9eb61f2a3,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Australia,934,739,0.10394716262817383
task1319-dcec7743672e4da1836857e9eb61f2a3,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Australia,930,739,0.033721983432769775
task1319-f8a3c51381194d65bb8be2741c2818bf,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Kuwait,627,739,0.13169074058532715
task1319-dde9417dde934a45b8fbc4a4ea0def4d,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Russia,467,739,0.054889023303985596
task1319-b255b4100f254fb4b10f0b7397ecef84,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Netherlands,879,739,0.08527207374572754
task1319-8e675a5993e6421ea712331408f89116,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Macedonia,531,739,0.0414389967918396
task1319-e5445e593d494785b886b5cbbddb0c99,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Austria,916,739,0.08954817056655884
task1319-7ad16cc4e7a44a21898889e1cd0cdec2,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",India,890,739,0.13040179014205933
task1319-5d59e7d74730424f8b62b4b6c4f72b33,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Mongolia,865,739,0.5144262313842773
task1319-229ca677e398419c95947fd98b843544,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Dominican Republic,746,739,0.10812753438949585
task1319-dde9417dde934a45b8fbc4a4ea0def4d,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Russia,460,739,0.30303508043289185
task1319-b255b4100f254fb4b10f0b7397ecef84,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Netherlands,876,739,0.06207817792892456
task1319-113217f975d047dab8276a58331fd0e0,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Colombia,770,739,0.0455402135848999
task1319-9241a87b51784782bde26c776e177895,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Algeria,613,739,0.09457534551620483
task1319-beb09c1981494ac2b226d71807669344,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Guatemala,740,739,0.14600461721420288
task1319-0ed6a5b1c85740c495d97b1dd183a516,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Spain,848,739,0.37608039379119873
task1319-e5445e593d494785b886b5cbbddb0c99,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Austria,911,739,0.06072360277175903
task1319-7933eb4085be4e16a09ab8949a7ef329,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Bolivia,777,739,0.3097342252731323
task1319-b418439058f941cb98153d0e55d25171,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Denmark,570,739,0.06808364391326904
task1319-e5445e593d494785b886b5cbbddb0c99,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Austria,902,739,0.046272456645965576
task1319-ce1d9ce3fba64f3bafbb8dc25dbaeb6c,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Sri Lanka,479,739,0.04838448762893677
task1319-ae27e1d9338041eea243dddb16ad82a2,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",North Korea,867,739,0.8912287354469299
task1319-4bbcc7ec90f74d77a4bc4821db52b2a8,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Ghana,603,739,0.17193233966827393
task1319-dde9417dde934a45b8fbc4a4ea0def4d,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Russia,468,739,0.028626561164855957
task1319-c56a7cc593524731853d5909c557b6d6,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",New Zealand,949,739,0.1677524447441101
task1319-6d433e2c4bb24aba9fef9022fb94b419,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Nicaragua,743,739,0.08127379417419434
task1319-44da6afee0974d3686f27b65683d6f48,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",United Arab Emirates,629,739,0.10895532369613647
task1319-148d158b7e054059b00e9f514edc8b0b,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Brunei,623,739,0.12674635648727417
task1319-e5445e593d494785b886b5cbbddb0c99,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Austria,913,739,0.08936971426010132
task1319-c56a7cc593524731853d5909c557b6d6,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",New Zealand,947,739,0.6840536594390869
task1319-d323d4e5ce094fb6a655e938bd3cd94c,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Bosnia and Herzegovina,387,739,0.15535414218902588
task1319-e5445e593d494785b886b5cbbddb0c99,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Austria,905,739,0.07194942235946655
task1319-b255b4100f254fb4b10f0b7397ecef84,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Netherlands,874,739,0.07894665002822876
task1319-8c30c32c13814d7cbf11124596602845,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Uzbekistan,478,739,0.04561346769332886
task1319-0ed6a5b1c85740c495d97b1dd183a516,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Spain,845,739,0.19356834888458252
task1319-b418439058f941cb98153d0e55d25171,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Denmark,572,739,0.03930771350860596
task1319-c56a7cc593524731853d5909c557b6d6,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",New Zealand,941,739,0.06724369525909424
task1319-0ed6a5b1c85740c495d97b1dd183a516,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Spain,844,739,0.08249342441558838
task1319-e5445e593d494785b886b5cbbddb0c99,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Austria,900,739,0.04541093111038208
task1319-5aa8b87b08cb4b1b8f76eced18214bde,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Canada,755,739,0.09134906530380249
task1319-95858c640e884a0eac7ec8c6506fe733,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Panama,745,739,0.1068798303604126
task1319-b255b4100f254fb4b10f0b7397ecef84,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",Netherlands,870,739,0.04631662368774414
task1319-af762f906cb94594889d3135ceb6e93c,task1319_country_by_barcode_prefix,Misc.,"In this task, you are given a country name and you need to return the barcode prefix of the given country. A barcode prefix is a 3-digit number at the begining of all the barcodes on products from a company or country. Some countries have ranges of barcode prefixes such as, 730 - 739; in such a case, a number from within that range will be considered as a valid output.",United States drugs,035,739,0.23651891946792603
